Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1970,Yes,8,Yes,1976,No,New,1.1,1.1,8.8,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1970,Yes,8,Yes,1981,No,New,1.1,1.1,8.8,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1970,Yes,4,Yes,1982,No,New,1.1,1.1,4.4,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1970,Yes,4,Yes,1983,No,New,1.1,1.1,4.4,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1970,Yes,4,Yes,1986,No,New,1.1,1.1,4.4,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1970,Yes,4,Yes,1998,No,New,1.1,1.1,4.4,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1970,Yes,4,Yes,1999,No,New,1.1,1.1,4.4,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,2012,No,6,No,2014,No,Second hand but modernized,1.1,0.73,4.36,No
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,1989,Yes,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,1988,Yes,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,2012,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,2011,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,2010,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,2009,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,2008,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,2007,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,2000,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,2001,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,2002,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,2003,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,2004,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,2005,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,2006,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,1999,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,1998,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,1997,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,1996,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,1995,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,1990,Yes,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,1991,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,1992,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,1993,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,1994,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,1987,Yes,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,2013,No,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,2014,Yes,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 3001-4500,aircraft engine,Engines,1984,No,1,Yes,2015,Yes,New,1.1,1.1,1.1,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1996,Yes,8,No,2007,No,New,1.5,1.5,12,No
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1996,Yes,4,No,2012,No,New,1.5,1.5,6,No
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1996,Yes,4,No,2010,No,New,1.5,1.5,6,No
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1996,Yes,4,No,2009,No,New,1.5,1.5,6,No
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1996,Yes,4,No,2017,No,New,1.5,1.5,6,No
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1996,Yes,4,No,2020,No,New,1.5,1.5,6,No
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1996,Yes,4,No,2022,No,New,1.5,1.5,6,No
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,2,Yes,1982,Yes,New,1.5,1.5,3,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,2,Yes,1983,Yes,New,1.5,1.5,3,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,2,Yes,1984,No,New,1.5,1.5,3,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,3,Yes,1985,No,New,1.5,1.5,4.5,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,3,Yes,1986,No,New,1.5,1.5,4.5,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,3,Yes,1987,No,New,1.5,1.5,4.5,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,3,Yes,1988,No,New,1.5,1.5,4.5,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,4,Yes,1990,No,New,1.5,1.5,6,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,3,Yes,1997,No,New,1.5,1.5,4.5,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,4,Yes,1996,No,New,1.5,1.5,6,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,4,Yes,1995,No,New,1.5,1.5,6,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,4,Yes,1994,No,New,1.5,1.5,6,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,4,Yes,1991,No,New,1.5,1.5,6,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,4,Yes,1992,No,New,1.5,1.5,6,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,4,Yes,1993,No,New,1.5,1.5,6,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,2,Yes,1998,Yes,New,1.5,1.5,3,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,1978,Yes,4,Yes,1989,No,New,1.5,1.5,6,Yes
Japan,aircraft engine 4501-6000,aircraft engine,Engines,2015,Yes,1,Yes,2020,Yes,New,1.5,1.5,1.5,No
Japan,aircraft engine 4501-6000,aircraft engine,Engines,2015,Yes,1,Yes,2019,Yes,New,1.5,1.5,1.5,No
Japan,aircraft engine 4501-6000,aircraft engine,Engines,2018,Yes,1,Yes,2022,Yes,New,1.5,1.5,1.5,No
Japan,aircraft engine 4501-6000,aircraft engine,Engines,2018,Yes,1,Yes,2023,Yes,New,1.5,1.5,1.5,No
Japan,APG-63,combat aircraft radar,Sensors,2004,Yes,5,Yes,2007,Yes,New,2.5,2.5,12.5,Yes
Japan,APG-63,combat aircraft radar,Sensors,2004,Yes,5,Yes,2008,No,New,2.5,2.5,12.5,Yes
Japan,APG-63,combat aircraft radar,Sensors,2004,Yes,10,Yes,2009,No,New,2.5,2.5,25,Yes
Japan,APG-63,combat aircraft radar,Sensors,2004,Yes,10,Yes,2010,No,New,2.5,2.5,25,Yes
Japan,APG-63,combat aircraft radar,Sensors,2004,Yes,10,Yes,2011,No,New,2.5,2.5,25,Yes
Japan,APG-63,combat aircraft radar,Sensors,2004,Yes,10,Yes,2012,Yes,New,2.5,2.5,25,Yes
Japan,APG-63,combat aircraft radar,Sensors,2004,Yes,10,Yes,2013,Yes,New,2.5,2.5,25,Yes
Japan,APG-63,combat aircraft radar,Sensors,2004,Yes,10,Yes,2014,Yes,New,2.5,2.5,25,Yes
Japan,APG-63,combat aircraft radar,Sensors,2004,Yes,10,Yes,2015,Yes,New,2.5,2.5,25,Yes
Japan,APG-78 Longbow,combat heli radar,Sensors,2001,No,1,Yes,2010,No,New,3,3,3,No
Japan,APG-78 Longbow,combat heli radar,Sensors,2001,No,1,Yes,2009,No,New,3,3,3,No
Japan,APG-78 Longbow,combat heli radar,Sensors,2001,No,3,Yes,2008,No,New,3,3,9,No
Japan,APG-78 Longbow,combat heli radar,Sensors,2001,No,1,Yes,2006,No,New,3,3,3,No
Japan,APG-78 Longbow,combat heli radar,Sensors,2001,No,2,Yes,2007,No,New,3,3,6,No
Japan,APG-78 Longbow,combat heli radar,Sensors,2001,No,1,No,2011,No,New,3,3,3,No
Japan,APG-78 Longbow,combat heli radar,Sensors,2001,No,1,No,2012,No,New,3,3,3,No
Japan,APG-78 Longbow,combat heli radar,Sensors,2001,No,1,No,2014,No,New,3,3,3,No
Japan,APG-78 Longbow,combat heli radar,Sensors,2001,No,1,Yes,2015,Yes,New,3,3,3,No
Japan,APG-78 Longbow,combat heli radar,Sensors,2001,No,1,Yes,2016,Yes,New,3,3,3,No
Japan,APS-143,MP aircraft radar,Sensors,1996,No,2,No,1997,No,New,2.5,2.5,5,No
Japan,APS-145,AEW radar,Sensors,2000,No,2,Yes,2004,No,New,16,16,32,No
Japan,APS-145,AEW radar,Sensors,2000,No,2,Yes,2005,No,New,16,16,32,No
Japan,APS-145,AEW radar,Sensors,2000,No,3,Yes,2006,No,New,16,16,48,No
Japan,APS-145,AEW radar,Sensors,2000,No,3,Yes,2007,No,New,16,16,48,No
Japan,APS-145,AEW radar,Sensors,2000,No,3,Yes,2008,No,New,16,16,48,No
Japan,APY-9,AEW radar,Sensors,2018,Yes,1,Yes,2023,Yes,New,30,30,30,No
Japan,ASROC,ASW MRL,Naval weapons,1985,Yes,1,No,1991,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1985,Yes,3,No,1990,No,New,4,4,12,No
Japan,ASROC,ASW MRL,Naval weapons,1985,Yes,3,No,1989,No,New,4,4,12,No
Japan,ASROC,ASW MRL,Naval weapons,1985,Yes,1,No,1988,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1978,Yes,3,No,1985,No,New,4,4,12,No
Japan,ASROC,ASW MRL,Naval weapons,1978,Yes,2,No,1987,No,New,4,4,8,No
Japan,ASROC,ASW MRL,Naval weapons,1978,Yes,2,No,1986,No,New,4,4,8,No
Japan,ASROC,ASW MRL,Naval weapons,1978,Yes,2,No,1984,No,New,4,4,8,No
Japan,ASROC,ASW MRL,Naval weapons,1978,Yes,2,No,1983,No,New,4,4,8,No
Japan,ASROC,ASW MRL,Naval weapons,1978,Yes,1,No,1982,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1963,Yes,1,No,1965,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1963,Yes,1,No,1966,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1963,Yes,1,No,1967,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1970,Yes,1,No,1972,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1970,Yes,1,No,1973,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1970,Yes,1,No,1977,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1978,No,1,No,1982,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1978,No,1,No,1981,Yes,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1978,No,1,No,1979,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1967,Yes,1,No,1968,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1967,Yes,1,No,1977,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1967,Yes,3,No,1975,No,New,4,4,12,No
Japan,ASROC,ASW MRL,Naval weapons,1967,Yes,1,No,1974,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1967,Yes,1,No,1973,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1967,Yes,1,No,1970,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1967,Yes,2,No,1971,No,New,4,4,8,No
Japan,ASROC,ASW MRL,Naval weapons,1967,Yes,2,No,1972,No,New,4,4,8,No
Japan,ASROC,ASW MRL,Naval weapons,1972,Yes,1,No,1976,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1972,Yes,1,No,1979,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1972,Yes,1,No,1983,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1969,Yes,1,No,1973,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1969,Yes,1,No,1974,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1975,Yes,1,No,1980,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1975,Yes,1,No,1981,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1981,Yes,1,No,1988,No,New,4,4,4,No
Japan,ASROC,ASW MRL,Naval weapons,1981,Yes,1,No,1986,No,New,4,4,4,No
Japan,Avenger AEW,AEW aircraft,Aircraft,1953,Yes,10,No,1954,No,Second hand,5,2,20,No
Japan,Avenger ASW,ASW aircraft,Aircraft,1954,Yes,10,No,1955,No,Second hand,2.3,0.92,9.2,No
Japan,-AWG 10.00,combat aircraft radar,Sensors,1967,Yes,12,Yes,1983,No,New,1.5,1.5,18,Yes
Japan,-AWG 10.00,combat aircraft radar,Sensors,1967,Yes,12,Yes,1984,No,New,1.5,1.5,18,Yes
Japan,-AWG 10.00,combat aircraft radar,Sensors,1967,Yes,12,Yes,1985,No,New,1.5,1.5,18,Yes
Japan,-AWG 10.00,combat aircraft radar,Sensors,1967,Yes,12,Yes,1986,No,New,1.5,1.5,18,Yes
Japan,-AWG 10.00,combat aircraft radar,Sensors,1967,Yes,12,Yes,1978,No,New,1.5,1.5,18,Yes
Japan,-AWG 10.00,combat aircraft radar,Sensors,1967,Yes,12,Yes,1977,No,New,1.5,1.5,18,Yes
Japan,-AWG 10.00,combat aircraft radar,Sensors,1967,Yes,12,Yes,1980,No,New,1.5,1.5,18,Yes
Japan,-AWG 10.00,combat aircraft radar,Sensors,1967,Yes,10,Yes,1987,No,New,1.5,1.5,15,Yes
Japan,-AWG 10.00,combat aircraft radar,Sensors,1967,Yes,12,Yes,1981,No,New,1.5,1.5,18,Yes
Japan,-AWG 10.00,combat aircraft radar,Sensors,1967,Yes,12,Yes,1979,No,New,1.5,1.5,18,Yes
Japan,-AWG 10.00,combat aircraft radar,Sensors,1967,Yes,5,Yes,1975,No,New,1.5,1.5,7.5,Yes
Japan,-AWG 10.00,combat aircraft radar,Sensors,1967,Yes,5,Yes,1976,No,New,1.5,1.5,7.5,Yes
Japan,-AWG 10.00,combat aircraft radar,Sensors,1967,Yes,5,Yes,1988,No,New,1.5,1.5,7.5,Yes
Japan,-AWG 10.00,combat aircraft radar,Sensors,1967,Yes,12,Yes,1982,No,New,1.5,1.5,18,Yes
Japan,B-747-400,heavy transport aircraft,Aircraft,1990,Yes,2,No,1991,No,New,145,145,290,No
Japan,BAE-125-800,light transport aircraft,Aircraft,1995,No,1,No,1998,No,New,9.25,9.25,9.25,Yes
Japan,BAE-125-800,light transport aircraft,Aircraft,1995,No,3,No,1999,No,New,9.25,9.25,27.75,Yes
Japan,BAE-125-800,light transport aircraft,Aircraft,1995,No,4,No,2000,No,New,9.25,9.25,37,Yes
Japan,BAE-125-800,light transport aircraft,Aircraft,1995,No,3,No,2001,No,New,9.25,9.25,27.75,Yes
Japan,BAE-125-800,light transport aircraft,Aircraft,1995,No,2,No,2002,No,New,9.25,9.25,18.5,Yes
Japan,BAE-125-800,light transport aircraft,Aircraft,1995,No,2,No,2003,No,New,9.25,9.25,18.5,Yes
Japan,BAE-125-800,light transport aircraft,Aircraft,1995,No,1,No,2004,No,New,9.25,9.25,9.25,Yes
Japan,BAE-125-800,light transport aircraft,Aircraft,1995,No,1,No,2005,No,New,9.25,9.25,9.25,Yes
Japan,BAE-125-800,light transport aircraft,Aircraft,1995,No,1,No,2006,No,New,9.25,9.25,9.25,Yes
Japan,BAE-125-800,light transport aircraft,Aircraft,1995,No,1,No,2007,No,New,9.25,9.25,9.25,Yes
Japan,BAE-125-800,light transport aircraft,Aircraft,1995,No,1,No,2009,No,New,9.25,9.25,9.25,Yes
Japan,BAE-125-800,light transport aircraft,Aircraft,1995,No,1,No,2010,Yes,New,9.25,9.25,9.25,Yes
Japan,Beechjet-400,light transport aircraft,Aircraft,1992,No,6,No,1994,No,New,3.6,3.6,21.6,No
Japan,Beechjet-400,light transport aircraft,Aircraft,1992,No,2,No,1995,No,New,3.6,3.6,7.2,No
Japan,Beechjet-400,light transport aircraft,Aircraft,1992,No,1,No,1996,No,New,3.6,3.6,3.6,No
Japan,Beechjet-400,light transport aircraft,Aircraft,1992,No,1,Yes,1999,Yes,New,3.6,3.6,3.6,No
Japan,Bell-412,helicopter,Aircraft,2015,No,5,Yes,2022,No,New,5,5,25,Yes
Japan,Bell-412,helicopter,Aircraft,2015,No,14,Yes,2023,No,New,5,5,70,Yes
Japan,Bell-47,light helicopter,Aircraft,1952,Yes,9,Yes,1953,No,New,0.24,0.24,2.16,Yes
Japan,Bell-47,light helicopter,Aircraft,1952,Yes,10,Yes,1954,No,New,0.24,0.24,2.4,Yes
Japan,Bell-47,light helicopter,Aircraft,1952,Yes,10,Yes,1955,No,New,0.24,0.24,2.4,Yes
Japan,Bell-47,light helicopter,Aircraft,1952,Yes,10,Yes,1956,No,New,0.24,0.24,2.4,Yes
Japan,Bell-47,light helicopter,Aircraft,1952,Yes,25,Yes,1957,No,New,0.24,0.24,6,Yes
Japan,Bell-47,light helicopter,Aircraft,1952,Yes,25,Yes,1958,No,New,0.24,0.24,6,Yes
Japan,Bell-47,light helicopter,Aircraft,1952,Yes,25,Yes,1959,No,New,0.24,0.24,6,Yes
Japan,Bell-47,light helicopter,Aircraft,1952,Yes,25,Yes,1960,No,New,0.24,0.24,6,Yes
Japan,Bell-47,light helicopter,Aircraft,1952,Yes,25,Yes,1961,No,New,0.24,0.24,6,Yes
Japan,Bell-47,light helicopter,Aircraft,1952,Yes,10,Yes,1962,No,New,0.24,0.24,2.4,Yes
Japan,Bell-47,light helicopter,Aircraft,1952,Yes,6,Yes,1963,No,New,0.24,0.24,1.44,Yes
Japan,Bell-47,light helicopter,Aircraft,1952,Yes,5,Yes,1965,No,New,0.24,0.24,1.2,Yes
Japan,Benson,destroyer,Ships,1954,No,2,No,1954,No,Second hand,90,36,72,No
Japan,BQS-4,submarine sonar,Sensors,1986,Yes,1,No,1990,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1986,Yes,1,No,1991,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1986,Yes,1,No,1992,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1986,Yes,1,No,1997,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1986,Yes,1,No,1993,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1986,Yes,1,No,1994,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1986,Yes,1,No,1995,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1975,Yes,1,No,1980,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1975,Yes,1,No,1981,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1975,Yes,1,No,1982,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1975,Yes,1,No,1983,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1975,Yes,1,No,1984,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1975,Yes,1,No,1985,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1975,Yes,1,No,1986,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1975,Yes,1,No,1987,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1975,Yes,1,No,1988,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1975,Yes,1,No,1989,No,New,5,5,5,Yes
Japan,BQS-4,submarine sonar,Sensors,1967,Yes,2,No,1972,No,New,5,5,10,No
Japan,BQS-4,submarine sonar,Sensors,1967,Yes,1,No,1971,No,New,5,5,5,No
Japan,BQS-4,submarine sonar,Sensors,1967,Yes,1,No,1973,No,New,5,5,5,No
Japan,BQS-4,submarine sonar,Sensors,1967,Yes,1,No,1974,No,New,5,5,5,No
Japan,C-130H Hercules,transport aircraft,Aircraft,1982,No,4,No,1984,No,New,28,28,112,No
Japan,C-130H Hercules,transport aircraft,Aircraft,1984,No,2,No,1986,No,New,28,28,56,No
Japan,C-130H Hercules,transport aircraft,Aircraft,1985,No,2,No,1987,No,New,28,28,56,No
Japan,C-130H Hercules,transport aircraft,Aircraft,1987,No,2,No,1988,No,New,28,28,56,No
Japan,C-130H Hercules,transport aircraft,Aircraft,1987,No,1,No,1989,No,New,28,28,28,No
Japan,C-130H Hercules,transport aircraft,Aircraft,1988,No,2,No,1989,No,New,28,28,56,No
Japan,C-130H Hercules,transport aircraft,Aircraft,1989,No,2,No,1990,No,New,28,28,56,No
Japan,C-130H Hercules,transport aircraft,Aircraft,1995,Yes,1,No,1996,No,New,28,28,28,No
Japan,C-46,transport aircraft,Aircraft,1954,Yes,10,Yes,1954,Yes,Second hand,4.5,1.8,18,No
Japan,C-46,transport aircraft,Aircraft,1954,Yes,25,Yes,1955,Yes,Second hand,4.5,1.8,45,No
Japan,C-46,transport aircraft,Aircraft,1958,Yes,10,Yes,1958,Yes,Second hand,4.5,1.8,18,No
Japan,Cannon,frigate,Ships,1955,No,2,No,1955,No,Second hand,33.85,13.54,27.08,No
Japan,CF-6 (26000),turbofan,Engines,2006,Yes,4,Yes,2017,No,New,6,6,24,No
Japan,CF-6 (26000),turbofan,Engines,2006,Yes,4,Yes,2016,No,New,6,6,24,No
Japan,CF-6 (26000),turbofan,Engines,2006,Yes,6,Yes,2018,No,New,6,6,36,No
Japan,CF-6 (26000),turbofan,Engines,2006,Yes,4,Yes,2020,No,New,6,6,24,No
Japan,CF-6 (26000),turbofan,Engines,2006,Yes,6,Yes,2019,No,New,6,6,36,No
Japan,CF-6 (26000),turbofan,Engines,2006,Yes,2,Yes,2022,No,New,6,6,12,No
Japan,CF-6 (26000),turbofan,Engines,2006,Yes,2,Yes,2021,Yes,New,6,6,12,No
Japan,CH-46A,transport helicopter,Aircraft,1961,No,1,Yes,1963,Yes,New,6,6,6,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,2,Yes,1964,Yes,New,6,6,12,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,2,Yes,1965,Yes,New,6,6,12,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,4,Yes,1966,No,New,6,6,24,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,5,Yes,1967,No,New,6,6,30,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,9,Yes,1968,No,New,6,6,54,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,10,Yes,1969,No,New,6,6,60,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,10,Yes,1970,No,New,6,6,60,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,9,Yes,1971,No,New,6,6,54,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,7,Yes,1972,No,New,6,6,42,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,6,Yes,1973,No,New,6,6,36,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,5,Yes,1974,No,New,6,6,30,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,5,Yes,1975,No,New,6,6,30,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,4,Yes,1976,No,New,6,6,24,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,4,Yes,1977,No,New,6,6,24,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,4,Yes,1978,No,New,6,6,24,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,3,Yes,1979,No,New,6,6,18,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,3,Yes,1980,No,New,6,6,18,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,3,Yes,1981,No,New,6,6,18,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,3,Yes,1982,No,New,6,6,18,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,2,Yes,1983,No,New,6,6,12,Yes
Japan,CH-46A,transport helicopter,Aircraft,1961,No,2,Yes,1984,No,New,6,6,12,Yes
Japan,CH-46A,transport helicopter,Aircraft,1988,Yes,1,Yes,1990,No,New,6,6,6,Yes
Japan,CH-46A,transport helicopter,Aircraft,1957,Yes,2,Yes,1959,Yes,New,6,6,12,No
Japan,CH-47D Chinook,transport helicopter,Aircraft,1984,No,3,Yes,2002,No,New,18,18,54,Yes
Japan,CH-47D Chinook,transport helicopter,Aircraft,1984,No,6,Yes,1988,Yes,New,18,18,108,Yes
Japan,CH-47D Chinook,transport helicopter,Aircraft,1984,No,4,No,1986,No,New,18,18,72,Yes
Japan,CH-47D Chinook,transport helicopter,Aircraft,1984,No,3,No,1987,No,New,18,18,54,Yes
Japan,CH-47D Chinook,transport helicopter,Aircraft,1984,No,6,Yes,1989,No,New,18,18,108,Yes
Japan,CH-47D Chinook,transport helicopter,Aircraft,1984,No,8,Yes,1990,No,New,18,18,144,Yes
Japan,CH-47D Chinook,transport helicopter,Aircraft,1984,No,7,Yes,1991,No,New,18,18,126,Yes
Japan,CH-47D Chinook,transport helicopter,Aircraft,1984,No,7,Yes,1992,No,New,18,18,126,Yes
Japan,CH-47D Chinook,transport helicopter,Aircraft,1984,No,4,Yes,1993,No,New,18,18,72,Yes
Japan,CH-47D Chinook,transport helicopter,Aircraft,1984,No,2,Yes,1995,No,New,18,18,36,Yes
Japan,CH-47D Chinook,transport helicopter,Aircraft,1984,No,2,Yes,1996,No,New,18,18,36,Yes
Japan,CH-47D Chinook,transport helicopter,Aircraft,1984,No,2,Yes,1998,No,New,18,18,36,Yes
